date,ANO_flatID,ANO_pointID,collector,habitat,NiN_type,species,individual_nr,plant_height_cm,length_lb_cm,nr_segments_lb,Segment,length_mm,nr_leaves,nr_scars,nr_branch_scars,nr_side_branches,nr_fruits,nr_fruit_buds,leaf_weight,stem_weight,branches_weight,fruit_weight,fruitbuds_weight,sidebranches_weight,remarks,UniqueID,UniqueID_Sonya,UniqueID_Plant,Herbarium_Yes/No,Weighed_Yes/No,Weighed and Bag found
,,,,,,,,,,,S23,12,2,2,1,1,,,,,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,35,0,1,3,2,,,,,0,,,,1 broken branch,,___,____,,Yes can be found below,
9.7.24,970,24,AH,,T31-C-1,vv,1,13,15.8,6,S24,20,10,11,,,,,,,0,,,,,,970_24_T31-C-1_vv,970_24_T31-C-1_vv_1,,Yes can be found below,
,,,,,,,,,,,S23,29,11,13,,,,,,,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,20,8,9,,,,,,,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,24,AH,,T31-C-1,vv,2,13.9,14,6,S24,25,12,12,,,,,,,0,,,,,,970_24_T31-C-1_vv,970_24_T31-C-1_vv_2,,Yes can be found below,
,,,,,,,,,,,S23,31,11,13,,,,,,,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,20,7,13,,,,,,,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,24,AH,,T31-C-1,vv,3,9,7.8,3,S24,21,6,10,,,,,,,0,,,,,,970_24_T31-C-1_vv,970_24_T31-C-1_vv_3,,Yes can be found below,
,,,,,,,,,,,S23,35,3,9,2,2,,,,,0,,,,2 side branches and leaves coupled,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,25,0,2,1,1,,,,,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,26,AH,,T4-C-1,vm,1,21.3,20.8,8,S24,24,5,5,,,,,,,,,,,,,970_26_T4-C-1_vm,970_26_T4-C-1_vm_1,,Yes can be found below,
,,,,,,,,,,,S23,51,0,4,1,1,,,,,,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,58,0,2,4,4,,,,,,,,,,,___,____,,Yes can be found below,
9.7.24,970,26,AH,,T4-C-1,vm,2,23.8,26.7,6,S24,57,8,8,,,1,,,,,,,,,,970_26_T4-C-1_vm,970_26_T4-C-1_vm_2,,Yes can be found below,
,,,,,,,,,,,S23,83,0,5,4,3,,,,,,,,,1 broken branch,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,94,0,6,3,1,,,,,,,,,2 broken branches,,___,____,,Yes can be found below,
9.7.24,970,26,AH,,T4-C-1,vm,3,26,32.4,6,S24,73,8,8,1,,1,,,,,,,,,,970_26_T4-C-1_vm,970_26_T4-C-1_vm_3,,Yes can be found below,
,,,,,,,,,,,S23,78,0,2,5,5,,,,,,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,66,0,3,3,3,,,,,,,,,,,___,____,,Yes can be found below,
9.7.24,970,26,AH,,T4-C-1,vv,1,21.1,17,3,S24,30,13,16,,,,,0,0,0,,,,,,970_26_T4-C-1_vv,970_26_T4-C-1_vv_1,,Yes can be found below,
,,,,,,,,,,,S23,72,10,16,,,,,0,0,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,70,1,7,,,,,0,0,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,26,AH,,T4-C-1,vv,2,22.6,21.6,5,S24,47,13,15,,,,,0,0,0,,,,,,970_26_T4-C-1_vv,970_26_T4-C-1_vv_2,,Yes can be found below,
,,,,,,,,,,,S23,48,7,12,2,2,,,0,0,0,,,,1 leaf and 1 branch coupled,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,38,7,13,,,,,0,0,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,26,AH,,T4-C-1,vv,3,25.8,20.1,3,S24,32,12,12,,,,,0,0,0,,,,,,970_26_T4-C-1_vv,970_26_T4-C-1_vv_3,,Yes can be found below,
,,,,,,,,,,,S23,74,8,15,,,,,0,0,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,98,3,15,,,,,0,0,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,42,AH,,T4-C-5,vm,1,14.2,14,5,S24,16,6,6,,,,,0,0,0,,,,,,970_42_T4-C-5_vm,970_42_T4-C-5_vm_1,,Yes can be found below,
,,,,,,,,,,,S23,14,0,3,,,,,0,0,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,32,0,5,1,1,,,0,0,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,42,AH,,T4-C-5,vm,2,22.5,22.1,5,S24,59,8,8,,,,,0,0,0,,,,,,970_42_T4-C-5_vm,970_42_T4-C-5_vm_2,,Yes can be found below,
,,,,,,,,,,,S23,79,0,4,2,2,,,0,0,0,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,7,0,0,1,1,,,0,0,0,,,,,,___,____,,Yes can be found below,
9.7.24,970,42,AH,,T4-C-5,vm,3,27,30,5,S24,67,8,8,,,,,,,,,,,,,970_42_T4-C-5_vm,970_42_T4-C-5_vm_3,,Yes can be found below,
,,,,,,,,,,,S23,67,0,2,2,2,,,,,,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,37,0,2,1,1,,,,,,,,,,,___,____,,Yes can be found below,
9.7.24,970,42,AH,,T4-C-5,vv,1,12,9.3,4,S24,29,12,12,,,,,,,,,,,,,970_42_T4-C-5_vv,970_42_T4-C-5_vv_1,,Yes can be found below,
,,,,,,,,,,,S23,36,9,13,,,,,,,,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,22,5,7,,,,,,,,,,,,,___,____,,Yes can be found below,
9.7.24,970,42,AH,,T4-C-5,vv,2,21,24,4,S24,40,14,15,,,,,,,,,,,,,970_42_T4-C-5_vv,970_42_T4-C-5_vv_2,,Yes can be found below,
,,,,,,,,,,,S23,73,12,15,,,,,,,,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,65,11,15,,,,,,,,,,,,,___,____,,Yes can be found below,
9.7.24,970,42,AH,,T4-C-5,vv,3,17.8,17.3,3,S24,73,15,18,,,,,,,,,,,,,970_42_T4-C-5_vv,970_42_T4-C-5_vv_3,,Yes can be found below,
,,,,,,,,,,,S23,56,8,9,,,,,,,,,,,,,___,____,,Yes can be found below,
,,,,,,,,,,,S22,45,0,5,,,,,,,,,,,,,___,____,,Yes can be found below,
15.7.24,KA_F,,AH,forest,,vm,1,21.5,23.4,6,S24,28,6,6,,,,,0,0,0,,,,,,KA_F___vm,KA_F___vm_1,,,
,,,,,,,,,,,S23,14,0,1,1,1,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,32,0,6,1,1,,,,,,,,,,,___,____,,,
15.7.24,KA_F,,AH,forest,,vm,2,21.2,20.6,6,S24,55,7,7,,,,,,,,,,,,,KA_F___vm,KA_F___vm_2,,,
,,,,,,,,,,,S23,51,0,4,2,2,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,11,0,3,,,,,,,,,,,,,___,____,,,
15.7.24,KA_F,,AH,forest,,vm,3,19.1,24.5,9,S24,11,3,3,,,,,,,,,,,,,KA_F___vm,KA_F___vm_3,,,
,,,,,,,,,,,S23,5,0,3,1,1,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,24,0,4,1,1,,,,,,,,,,,___,____,,,
15.7.24,KA_F,,AH,forest,,vv,1,23.2,19.7,6,S24,32,11,11,,,,,,,,,,,,,KA_F___vv,KA_F___vv_1,,,
,,,,,,,,,,,S23,28,0,10,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,35,0,10,,,,,,,,,,,,,___,____,,,
15.7.24,KA_F,,AH,forest,,vv,2,21.6,16.3,3,S24,63,14,15,,,,,,,,,,,,,KA_F___vv,KA_F___vv_2,,,
,,,,,,,,,,,S23,45,6,16,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,57,0,8,,,,,,,,,,,,,___,____,,,
15.7.24,KA_F,,AH,forest,,vv,3,18.6,17.6,4,S24,60,12,15,,,,,,,,,,,,,KA_F___vv,KA_F___vv_3,,,
,,,,,,,,,,,S23,43,7,12,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,19,0,4,,,,,,,,,,,,,___,____,,,
15.7.24,KA_O,,AH,open,,vm,1,14.5,19.4,8,S24,25,6,6,,,,,,,,,,,,,KA_O___vm,KA_O___vm_1,,,
,,,,,,,,,,,S23,13,0,2,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,27,0,2,1,1,,,,,,,,,,,___,____,,,
15.7.24,KA_O,,AH,open,,vm,2,13.9,13.9,5,S24,36,8,8,,,,,,,,,,,,,KA_O___vm,KA_O___vm_2,,,
,,,,,,,,,,,S23,37,1,2,2,2,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,30,0,2,4,2,,,,,,,,,2 broken branches,,___,____,,,
15.7.24,KA_O,,AH,open,,vm,3,19.6,18.2,5,S24,9,10,10,,,,,,,,,,,,,KA_O___vm,KA_O___vm_3,,,
,,,,,,,,,,,S23,46,0,2,4,4,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,35,0,7,2,2,,,,,,,,,,,___,____,,,
15.7.24,KA_O,,AH,open,,vv,1,15.6,14.4,5,S24,56,16,16,,,,,,,,,,,,,KA_O___vv,KA_O___vv_1,,,
,,,,,,,,,,,S23,35,12,18,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,23,5,16,,,,,,,,,,,,,___,____,,,
15.7.24,KA_O,,AH,open,,vv,2,11.7,10.5,4,S24,35,13,13,,,,,,,,,,,,,KA_O___vv,KA_O___vv_2,,,
,,,,,,,,,,,S23,NA,NA,NA,,,,,,,,,,,missing segment?,,___,____,,,
,,,,,,,,,,,S22,35,11,17,,,,,,,,,,,,,___,____,,,
15.7.24,KA_O,,AH,open,,vv,3,11,10.9,3,S24,41,13,15,,,,,,,,,,,,,KA_O___vv,KA_O___vv_3,,,
,,,,,,,,,,,S23,43,5,13,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,29,0,7,,,,,,,,,,,,,___,____,,,
17.7.24,472,11,AH,,,vm,1,13.8,16.4,3,S24,54,8,8,,,0,,0.0361,0.02862,0,0,,,"third segmend broken, only processed 2",,472_11__vm,472_11__vm_1,,Yes,Yes
,,,,,,,,,,,S23,74,0,5,3,3,0,,0,0.07989,0.14704,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,,,,,,,,,,,___,____,,,
17.7.24,472,11,AH,,,vm,2,25.2,25.9,6,S24,59,7,7,,,1,,0.04569,0.03146,0,0.00202,,,,,472_11__vm,472_11__vm_2,,Yes,Yes
,,,,,,,,,,,S23,95,0,2,5,5,0,,0,0.14097,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,24,0,0,1,1,0,,0,0.11429,0.22708,0,,,,,___,____,,,
17.7.24,472,11,AH,,,vm,3,21.6,22.9,5,S24,70,9,9,,,1,,0.05243,0.0448,0,0.04761,,,oldest segment 8,,472_11__vm,472_11__vm_3,,Yes,Yes
,,,,,,,,,,,S23,60,0,3,3,2,0,,0,0.06268,0.13301,0,,,1 broken branch,,___,____,,,
,,,,,,,,,,,S22,67,0,4,4,4,0,,0,0.14207,0.64401,0,,,,,___,____,,,
17.7.24,472,11,AH,,,vv,1,13.8,12.5,3,S24,51,10,12,,,0,,0.10858,0.01682,0,0,,,,,472_11__vv,472_11__vv_1,,Yes,Yes
,,,,,,,,,,,S23,43,6,9,,,0,,0.0767,0.02162,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,32,0,6,,,0,,0,0.01635,0,0,,,,,___,____,,,
17.7.24,472,11,AH,,,vv,2,18.4,15.8,3,S24,59,13,15,,,0,,0.17735,0.02551,0,0,,,,,472_11__vv,472_11__vv_2,,Yes,Yes
,,,,,,,,,,,S23,44,11,12,,,0,,0.23032,0.03475,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,60,6,11,,,0,,0.2882,0.05372,0,0,,,,,___,____,,,
17.7.24,472,11,AH,,,vv,3,17.3,19.3,5,S24,60,13,15,,,0,,0.16816,0.028,0,0,,,,,472_11__vv,472_11__vv_3,,Yes,Yes
,,,,,,,,,,,S23,45,9,11,,,0,,0.09875,0.02714,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,45,0,7,,,0,,0,0.02914,0,0,,,,,___,____,,,
17.7.24,472,31,AH,,,vm,1,11.7,15.9,5,S24,10,4,4,,,1,,0.0109,0.00185,0,0.02176,,,,,472_31__vm,472_31__vm_1,,Yes,Yes
,,,,,,,,,,,S23,20,0,4,1,1,0,,0,0.00776,0.00716,0,,,,,___,____,,,
,,,,,,,,,,,S22,33,0,3,3,2,0,,0,0.02003,0.04511,0,,,1 broken branch,,___,____,,,
17.7.24,472,31,AH,,,vm,2,10.1,8.3,2,S24,31,9,9,,,0,,0.02537,0.01212,0,0,,,only 2 segments,,472_31__vm,472_31__vm_2,,Yes,Yes
,,,,,,,,,,,S23,54,0,8,4,4,0,,0,0.05144,0.07753,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,,,,,,,,,,,___,____,,,
17.7.24,472,31,AH,,,vm,3,12.5,12,5,S24,14,5,5,,,0,,0.01427,0.00381,0,0,,,,,472_31__vm,472_31__vm_3,,Yes,Yes
,,,,,,,,,,,S23,19,0,2,2,2,0,,0,0.00649,0.01154,0,,,,,___,____,,,
,,,,,,,,,,,S22,36,0,3,4,4,0,,0,0.02585,0.05077,0,,,,,___,____,,,
17.7.24,472,31,AH,,,vv,1,8.6,8.3,3,S24,37,13,14,,,0,,0.16597,0.01412,0,0,,,,,472_31__vv,472_31__vv_1,,Yes,Yes
,,,,,,,,,,,S23,23,7,12,,,0,,0.05629,0.014,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,21,0,5,2,2,0,,0,0.02901,0.26387,0,,,,,___,____,,,
17.7.24,472,31,AH,,,vv,2,8.1,8.1,5,S24,27,10,12,,,0,,0.08399,0.00696,0,0,,,,,472_31__vv,472_31__vv_2,,Yes,Yes
,,,,,,,,,,,S23,14,7,9,,,0,,0.0494,0.005,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,13,7,8,,,0,,0.04772,0.00496,0,0,,,,,___,____,,,
17.7.24,472,31,AH,,,vv,3,6.2,7,3,S24,30,9,11,,,0,,0.04489,0.00568,0,0,,,,,472_31__vv,472_31__vv_3,,Yes,Yes
,,,,,,,,,,,S23,33,2,8,,,0,,0.00866,0.00854,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,9,0,3,,,0,,0,0.00224,0,0,,,,,___,____,,,
17.7.24,472,33,AH,,,vm,1,16.5,18.1,4,S24,75,8,8,,,0,,0.0491,0.04209,0,0,,,oldest branch 6 segments,,472_33__vm,472_33__vm_1,,Yes,Yes
,,,,,,,,,,,S23,62,0,2,3,3,0,,0,0.07835,0.17934,0,,,,,___,____,,,
,,,,,,,,,,,S22,23,0,3,,,0,,0,0.02558,0,0,,,,,___,____,,,
17.7.24,472,33,AH,,,vm,2,18.7,24,5,S24,36,6,6,,,0,,0.02699,0.01319,0,0,,,oldest branch 7 segments,,472_33__vm,472_33__vm_2,,Yes,Yes
,,,,,,,,,,,S23,82,0,3,5,5,0,,0,0.07762,0.12214,0,,,,,___,____,,,
,,,,,,,,,,,S22,34,0,3,1,1,0,,0,0.04168,0.1514,0,,,,,___,____,,,
17.7.24,472,33,AH,,,vm,3,12.8,24.8,7,S24,8,5,5,,,0,,0.00693,0.00117,0,0,,,,,472_33__vm,472_33__vm_3,,Yes,Yes
,,,,,,,,,,,S23,10,0,3,,,0,,0,0.0021,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,12,0,2,1,0,0,,0,0.00388,0,0,,,1 broken branch,,___,____,,,
17.7.24,472,33,AH,,,vv,1,17.8,16.2,4,S24,28,11,11,,,0,,0.08295,0.00599,0,0,,,,,472_33__vv,472_33__vv_1,,Yes,Yes
,,,,,,,,,,,S23,24,7,8,,,0,,0.08231,0.00988,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,36,7,11,,,0,,0.04632,0.1612,0,0,,,,,___,____,,,
17.7.24,472,33,AH,,,vv,2,11,14,6,S24,27,11,12,,,0,,0.08258,0.00759,0,0,,,,,472_33__vv,472_33__vv_2,,Yes,Yes
,,,,,,,,,,,S23,26,11,12,,,0,,0.11124,0.0116,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,27,4,9,,,0,,0.05619,0.01594,0,0,,,,,___,____,,,
17.7.24,472,33,AH,,,vv,3,12.8,13.5,4,S24,52,11,13,,,0,,0.10756,0.01836,0,0,,,,,472_33__vv,472_33__vv_3,,Yes,Yes
,,,,,,,,,,,S23,32,7,11,,,0,,0.06157,0.0174,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,10,0,3,,,0,,0,0.00531,0,0,,,,,___,____,,,
16.7.24,517,53,AH,,,vm,1,3.7,5,6,S24,11,5,5,,,0,,0.00985,0.00194,0,0,,,,,517_53__vm,517_53__vm_1,,Yes,Yes
,,,,,,,,,,,S23,13,0,2,2,2,0,,0,0.00337,0.00729,0,,,,,___,____,,,
,,,,,,,,,,,S22,20,0,4,2,2,0,,0,0.00694,0.01152,0,,,,,___,____,,,
16.7.24,517,53,AH,,,vm,2,14.9,14.5,5,S24,55,9,9,,,0,,0.02145,0.1002,0,0,,,,,517_53__vm,517_53__vm_2,,Yes,Yes
,,,,,,,,,,,S23,40,0,1,2,2,0,,0,0.01804,0.01683,0,,,,,___,____,,,
,,,,,,,,,,,S22,10,0,2,,,0,,0,0.01471,0.07911,0,,,,,___,____,,,
16.7.24,517,53,AH,,,vm,3,7.5,11,8,S24,7,4,4,,,0,,0.00423,0.00134,0,0,,,,,517_53__vm,517_53__vm_3,,Yes,Yes
,,,,,,,,,,,S23,12,0,3,1,1,0,,0,0.00145,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,20,0,3,1,1,0,,0,0.00682,0.00453,0,,,,,___,____,,,
16.7.24,517,53,AH,,,vv,1,3.9,6.3,6,S24,14,10,10,,,0,,0.02358,0.00324,0,0,,,,,517_53__vv,517_53__vv_1,,Yes,Yes
,,,,,,,,,,,S23,10,7,8,,,0,,0.02349,0.00295,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,3,5,,,0,,0.00611,0.00297,0,0,,,,,___,____,,,
16.7.24,517,53,AH,,,vv,2,2.7,2.8,3,S24,15,8,12,,,0,,0.04418,0.00388,0,0,,,,,517_53__vv,517_53__vv_2,,Yes,Yes
,,,,,,,,,,,S23,7,2,7,1,1,0,,0.05467,0.00702,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,12,0,4,,,0,,0.01849,0.01831,0,0,,,,,___,____,,,
16.7.24,517,53,AH,,,vv,3,6.1,5.5,3,S24,15,7,8,,,0,,0.03845,0.00445,0,0,,,,,517_53__vv,517_53__vv_3,,Yes,Yes
,,,,,,,,,,,S23,27,7,12,,,0,,0.03648,0.01194,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,12,0,3,,,0,,0,0.00125,0,0,,,,,___,____,,,
16.7.24,517,46,AH,,,vm,1,8,11,5,S24,6,4,4,,,1,,0.00533,0.00054,0,0.00227,,,,,517_46__vm,517_46__vm_1,,Yes,Yes
,,,,,,,,,,,S23,34,0,1,4,4,1,,0,0.02117,0.00839,0.0214,,,,,___,____,,,
,,,,,,,,,,,S22,12,0,4,,,0,,0,0.0419,0,0,,,,,___,____,,,
16.7.24,517,46,AH,,,vm,2,6.1,7,3,S24,29,7,7,,,0,,0.04895,0.03444,0,0,,,,,517_46__vm,517_46__vm_2,,Yes,Yes
,,,,,,,,,,,S23,35,0,4,2,2,0,,0,0.04775,0.04342,0,,,,,___,____,,,
,,,,,,,,,,,S22,16,0,1,4,4,0,,0,0.01217,0,0,,,,,___,____,,,
16.7.24,517,46,AH,,,vm,3,6.1,8,5,S24,9,4,4,,,0,,0.00585,0.00104,0,0,,,,,517_46__vm,517_46__vm_3,,Yes,Yes
,,,,,,,,,,,S23,6,0,2,,,0,,0,0.00351,0.00604,0,,,,,___,____,,,
,,,,,,,,,,,S22,17,0,2,3,2,0,,0,0.00822,0.00824,0,,,1 broken branch,,___,____,,,
16.7.24,517,46,AH,,,vv,1,6.1,5.2,2,S24,11,7,8,,,0,,0.0334,0.0023,0,0,,,only 2 segments,,517_46__vv,517_46__vv_1,,Yes,Yes
,,,,,,,,,,,S23,42,4,9,1,1,0,,0.01329,0.01423,0.01307,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,NA,,NA,NA,NA,NA,,,,,___,____,,,
16.7.24,517,46,AH,,,vv,2,4.8,9.1,3,S24,15,10,11,,,0,,0.03818,0.00286,0,0,,,,,517_46__vv,517_46__vv_2,,Yes,Yes
,,,,,,,,,,,S23,20,11,11,,,0,,0.00871,0.00256,0.01227,0,,,,,___,____,,,
,,,,,,,,,,,S22,52,4,8,,,0,,0,0.00257,0,0,,,,,___,____,,,
16.7.24,517,46,AH,,,vv,3,4.8,5.7,4,S24,19,8,10,,,0,,0.01908,0.00208,0,0,,,,,517_46__vv,517_46__vv_3,,Yes,Yes
,,,,,,,,,,,S23,32,5,10,,,0,,0.03278,0.00645,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,5,0,2,,,0,,0,0.00241,0,0,,,,,___,____,,,
17.7.24,1485,55,AH,,,vm,1,7.3,8.2,4,S24,16,5,5,,,1,,0.01486,0.00445,0,0.00774,,,,,1485_55__vm,1485_55__vm_1,,Yes,Yes
,,,,,,,,,,,S23,30,0,2,3,3,0,,0,0.01737,0.03594,0,,,,,___,____,,,
,,,,,,,,,,,S22,33,0,5,2,1,0,,0,0.02362,0,0,,,1 broken branch,,___,____,,,
17.7.24,1485,55,AH,,,vm,2,5.7,8.7,4,S24,25,7,7,,,0,,0.02318,0.0076,0,0,,,,,1485_55__vm,1485_55__vm_2,,Yes,Yes
,,,,,,,,,,,S23,27,0,2,2,2,0,,0,0.00776,0.01782,0,,,,,___,____,,,
,,,,,,,,,,,S22,14,0,2,1,1,0,,0,0.00844,0.04765,0,,,,,___,____,,,
17.7.24,1485,55,AH,,,vm,3,8,8.9,4,S24,31,6,6,,,0,,0.02284,0.01077,0,0,,,,,1485_55__vm,1485_55__vm_3,,Yes,Yes
,,,,,,,,,,,S23,32,0,5,2,2,0,,0,0.02033,0.02817,0,,,,,___,____,,,
,,,,,,,,,,,S22,17,0,4,1,1,0,,0,0.01205,0.00217,0,,,,,___,____,,,
17.7.24,1485,55,AH,,,vv,1,4.7,4.2,3,S24,12,9,9,,,0,,0.04316,0.00304,0,0,,,,,1485_55__vv,1485_55__vv_1,,Yes,Yes
,,,,,,,,,,,S23,15,5,7,,,0,,0.03653,0.00518,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,12,2,7,,,0,,0.01309,0.00644,0,0,,,,,___,____,,,
17.7.24,1485,55,AH,,,vv,2,3.6,5.6,4,S24,13,9,9,,,0,,0.04264,0.0029,0,0,,,,,1485_55__vv,1485_55__vv_2,,Yes,Yes
,,,,,,,,,,,S23,18,7,8,,,0,,0.04712,0.00598,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,10,3,5,,,0,,0.01315,0.00394,0,0,,,,,___,____,,,
17.7.24,1485,55,AH,,,vv,3,2.7,3.7,4,S24,7,7,7,,,0,,0.01279,0.00088,0,0,,,,,1485_55__vv,1485_55__vv_3,,Yes,Yes
,,,,,,,,,,,S23,6,8,8,,,0,,0.02474,0.00145,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,8,10,,,0,,0.02829,0.00213,0,0,,,,,___,____,,,
17.7.24,1485,62,AH,,,vm,1,8,10.6,6,S24,24,6,7,,,0,,0.02165,0.00899,0,0,,,,,1485_62__vm,1485_62__vm_1,,Yes,Yes
,,,,,,,,,,,S23,37,0,7,2,2,0,,0,0.02428,0.03775,0,,,,,___,____,,,
,,,,,,,,,,,S22,7,0,4,,,0,,0,0.00692,0,0,,,,,___,____,,,
17.7.24,1485,62,AH,,,vm,2,8,8.9,5,S24,17,5,5,,,0,,0.01754,0.00477,0,0,,,,,1485_62__vm,1485_62__vm_2,,Yes,Yes
,,,,,,,,,,,S23,14,0,4,1,1,0,,0,0.00504,0.00851,0,,,,,___,____,,,
,,,,,,,,,,,S22,14,0,5,1,1,0,,0,0.00622,0.0101,0,,,,,___,____,,,
17.7.24,1485,62,AH,,,vm,3,10.1,12.7,5,S24,46,7,8,,,0,,0.04364,0.03074,0,0,,,,,1485_62__vm,1485_62__vm_3,,Yes,Yes
,,,,,,,,,,,S23,41,0,5,2,2,0,,0,0.03476,0.05622,0,,,,,___,____,,,
,,,,,,,,,,,S22,37,0,8,3,3,0,,0,0.04512,0.13309,0,,,,,___,____,,,
17.7.24,1485,62,AH,,,vv,1,5.1,7.8,4,S24,15,10,12,,,0,,0.06795,0.00367,0,0,,,,,1485_62__vv,1485_62__vv_1,,Yes,Yes
,,,,,,,,,,,S23,16,6,8,,,0,,0.03806,0.00603,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,19,6,9,,,0,,0.02463,0.00823,0,0,,,,,___,____,,,
17.7.24,1485,62,AH,,,vv,2,4.4,5.4,4,S24,26,9,9,,,0,,0.04839,0.00556,0,0,,,,,1485_62__vv,1485_62__vv_2,,Yes,Yes
,,,,,,,,,,,S23,19,3,7,,,0,,0.00626,0.00463,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,27,0,5,,,0,,0,0.00717,0,0,,,,,___,____,,,
17.7.24,1485,62,AH,,,vv,3,3.3,4.7,3,S24,20,10,11,,,0,,0.06245,0.00529,0,0,,,,,1485_62__vv,1485_62__vv_3,,Yes,Yes
,,,,,,,,,,,S23,14,7,7,,,0,,0.0195,0.00493,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,15,0,7,,,0,,0,0.00401,0,0,,,,,___,____,,,
17.7.24,1544,51,AH,,,vv,1,9.1,13.2,3,S24,51,11,13,,,0,,0.10792,0.01684,0,0,,,,,1544_51__vv,1544_51__vv_1,,Yes,
,,,,,,,,,,,S23,44,8,11,1,1,0,,0.06711,0.02651,0,0,,,1 branch and leaf coupled,,___,____,,,
,,,,,,,,,,,S22,31,0,8,,,0,,0,0.01505,0.04648,0,,,,,___,____,,,
17.7.24,1544,51,AH,,,vv,2,12.2,12.2,2,S24,70,15,19,,,0,,0.15455,0.04371,0,0,,,only 2 segments,,1544_51__vv,1544_51__vv_2,,Yes,
,,,,,,,,,,,S23,55,0,11,,,0,,0,0.04046,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,NA,,NA,NA,NA,NA,,,,,___,____,,,
17.7.24,1544,51,AH,,,vv,3,12.2,10.5,2,S24,50,12,14,,,0,,0.22573,0.02472,0,0,,,only 2 segments,,1544_51__vv,1544_51__vv_3,,Yes,
,,,,,,,,,,,S23,57,5,12,,,0,,0.05109,0.04637,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,NA,,NA,NA,NA,NA,,,,,___,____,,,
17.7.24,1544,51,AH,,,vm,1,14.1,20.5,6,S24,10,4,4,,,0,,0.00751,0.00174,0,0,,,,,1544_51__vm,1544_51__vm_1,,Yes,Yes
,,,,,,,,,,,S23,10,0,1,2,0,0,,0,0.00236,0,0,,,2 broken branches,,___,____,,,
,,,,,,,,,,,S22,35,0,1,4,2,0,,0,0.01906,0.02929,0,,,2 broken branches,,___,____,,,
